Предоставление или наличие гарантии.|гарантирование
Научная дисциплина, изучающая влияние изменений в физическом состоянии Солнца (солнечной активности) на геофизические процессы.|гелиогеофизика
Устройство для преобразования энергии солнечной радиации в другие, удобные для использования виды энергии (тепловую, электрическую).|гелиоустановка
Раздел паразитологии, в котором изучаются паразитические черви и вызываемые ими болезни у человека, животных и растений.|гельминтология
Высшее воинское звание в вооруженных силах некоторых государств.|генералиссимус
Неприятие всего немецкого.|германофобство
Наличие у одного организма - животного или человека - признаков мужского и женского пола.|гермафродитизм
Должностное лицо, возглавлявшее департамент герольдии.|герольдмейстер
Генератор электрического тока, приводимый в действие гидротурбиной.|гидрогенератор
Химическая реакция соединения водорода с веществами, обычно протекающая в присутствии катализаторов.|гидрогенизация
Монтажник гидросооружений.|гидромонтажник
Строитель гидросооружений.|гидростроитель
Устройство для усиления мощности воздействия на рычаги управления рабочих и транспортных машин; гидравлический усилитель.|гидроусилитель
Состояние, характеризующееся ощущением мнимого движения (прямолинейного или кругового), неустойчивости и т.п. собственного тела или окружающих предметов.|головокружение
Отряд птиц, к которому относятся семейства голубиных и рябков.|голубеобразные
Половое влечение к лицам своего пола.|гомосексуализм
Готовность, желание принимать гостей; радушие, хлебосольство.|гостеприимство
Должностное лицо с правами губернатора, управлявшее городом, выделенным из губернского подчинения в особую административную единицу - градоначальство (в Российском государстве до 1917 г.).|градоначальник
Архитектор, занимающийся проектированием и строительством городов.|градостроитель
Грузоподъемная машина.|грузоподъемник
Лечебно-профилактическое учреждение, специализирующееся на грязелечении.|грязелечебница
Пребывание в должности губернатора.|губернаторство
Недостаток зрения, проявляющийся в неспособности отчетливо видеть на близком расстоянии.|дальнозоркость
Позиция, поведение двурушника.|двурушничество
Срок, период, промежуток времени в девяносто лет.|девяностолетие
Годовщина события, происшедшего, начавшегося и т.п. девяносто лет назад.|девяностолетие
Ученик девятого класса.|девятиклассник
Срок, период, промежуток времени в девятьсот лет.|девятисотлетие
Годовщина события, происшедшего, начавшегося и т.п. девятьсот лет назад.|девятисотлетие
Отказ от драматического построения сюжета в художественном произведении.|дедраматизация
Способность лица совершать действия юридического характера и нести ответственность за свои поступки (в правоведении).|дееспособность
Утрата квалификации, профессиональных знаний, навыков.|деквалификация
Деятельность декламатора.|декламаторство
Искусство декламации.|декламаторство
Утверждение демократических начал, переустройство общества на демократических основах.|демократизация
Изучение деталей кожного рельефа поверхностей ладоней и стоп.|дерматоглифика
Ученик десятого класса.|десятиклассник
Геометрическая фигура, ограниченная замкнутой ломаной линией, образующей десять углов.|десятиугольник
Поведение джентльмена; воспитанность, благородство.|джентльменство
Расширение сферы деятельности в производстве продукции за счет увеличения ее ассортимента (в экономике).|диверсификация
Отказ от узкой специализации в производстве товаров (обычно об экономической деятельности стран, регионов или производственных объединений монополистического характера).|диверсификация
Отрасль машиностроения, производящая дизели.|дизелестроение
Разделение целого на различные части, формы, ступени.|дифференциация
Дружественные отношения между соседями.|добрососедство
Решение, мнение, соглашение, к которому приходят в результате обсуждения, переговоров.|договоренность
Фактические данные об обстоятельствах, имеющих значение для правильного разрешения уголовного или гражданского дела (в юриспруденции).|доказательства
Неоспоримый довод или факт, подтверждающий, доказывающий.|доказательство
Система умозаключений, служащая для выведения нового положения на основании данных, принимаемых за истинные.|доказательство
Административно-хозяйственный орган по управлению жилыми домами.|домоуправление
Совокупность работ, связанных с благоустройством дома, жилища.|домоустройство
Занятие, поведение доносчика.|доносительство
Заготовка дров.|дровозаготовки
Человек одинаковых с взглядов, мыслей, убеждений.|единомышленник
Непринужденность в поведении, в обращении.|естественность
Совокупность наук о природе и ее законах; естественные науки.|естествознание
Учебный предмет, содержащий теоретические основы данных наук.|естествознание
Процесс выделения желчи печенью.|желчеотделение
Отрасль сельского хозяйства, занимающаяся разведением сельскохозяйственных животных для получения животноводческой продукции.|животноводство
Совокупность взглядов, определяющих отношение к жизни; мировоззрение.|жизнепонимание
Количество заболеваний среди.|заболеваемость
Владелец, хозяин завода.|заводовладелец
Внезапное кратковременное нарушение порядка, хода действия.|замешательство
Смущение, растерянность.|замешательство
Упорное нежелание сознаться.|запирательство
Способность запоминаться.|запоминаемость
Защита, покровительство.|заступничество
Жизнь затворника; замкнутый, уединенный образ жизни.|затворничество
Скопление товара в большом количестве.|затоваренность
Поведение захватчика, действия захватчиков.|захватничество
Устройство для воспроизведения звука, записанного на граммофонной пластинке; адаптер.|звукосниматель
Сочетание музыкальных звуков.|звукосочетание
Сочетание звуков речи.|звукосочетание
Машина для погрузки зерна в транспортные средства, для загрузки в хранилища и т.п.|зернопогрузчик
Приспособление у уборочных машин для собирания высыпающегося зерна.|зерноуловитель
Специально оборудованное помещение для хранения зерна.|зернохранилище
Травянистое лекарственное растение семейства горечавковых, имеющее розовые цветки с золотисто-желтыми тычинками.|золототысячник
Сан иеродьякона.|иеродьяконство
Деятельность иеродьякона.|иеродьяконство
Сан иеромонаха.|иеромонашество
Деятельность иеромонаха.|иеромонашество
Положение избранника.|избранничество
Пребывание в изгнании.|изгнанничество
Злая, оскорбительная насмешка, обидная шутка.|издевательство
Подверженность износу при употреблении.|изнашиваемость
Социально-политическое и религиозное движение против христианского культа икон (наблюдавшееся в Византии - в VIII-IX вв., на Руси - в XIV в., в Западной Европе - в XVI в.).|иконоборчество
Свойство величин оставаться неизменными, сохраняться при тех или иных преобразованиях.|инвариантность
Неизменность, независимость.|инвариантность
Периодическая проверка наличия и состояния материальных ценностей, денежных средств и т.п., принадлежащих (учреждению, организации, предприятию и т.п.) путем подсчета, описи.|инвентаризация
Разведение индеек как отрасль птицеводства.|индейководство
Безучастное, безразличное отношение к равнодушие.|индифферентизм
Холодная жестокость, нравственные мучения, применяемые к с целью добиться признаний.|инквизиторство
Набор инструментов.|инструментарий
Изложение музыкального произведения для исполнения определенным составом инструментов, ансамблем, хором.|инструментовка
Область изучения свойств отдельных музыкальных инструментов и принципов их сочетания в оркестре.|инструментовка
Комплекс отраслей хозяйства, обслуживающих производство и обеспечивающих условия жизнедеятельности общества.|инфраструктура
Состояние неистовства, необузданности; чрезмерность в проявлении.|исступленность
Жестокое мучительство.|истязательство
Научная дисциплина, изучающая физико-географические условия Земли в древние геологические эпохи.|палеогеография
Класс высших споровых травянистых или деревянистых растений с сильно рассеченными или сложными листьями.|папоротниковые
Шестигранник, противоположные грани которого попарно параллельны.|параллелепипед
Четырехугольник, противоположные стороны которого равны и параллельны.|параллелограмм
Хроническое заразное заболевание некоторых животных (крупного рогатого скота, овец и т.п.).|паратуберкулез
Предприятие, где делают прически, завивку, стригут, бреют и т.п.|парикмахерская
Политическая система, при которой, согласно конституции, парламенту принадлежит руководящая роль в системе государственной власти.|парламентаризм
Теплообменное устройство для регулирования температуры перегрева пара.|пароохладитель
Орудие для очистки от сорняков поля, находящегося под паром.|пароочиститель
Создание тонкой пленки окислов на поверхности металлов с целью предохранения их от коррозии.|пассивирование
Нагрев стали выше верхней критической точки с последующим охлаждением в расплавленном свинце, нагретом до 450 градусов.|патентирование
Специалист в области патологической анатомии.|патологоанатом
Раздел психологии, изучающий изменения психической деятельности человека при патологическом состоянии мозга.|патопсихология
Изготовление пеньковой пряжи.|пенькопрядение
Дислокация вооруженных сил, производимая заново или иначе.|передислокация
Представитель одной из раскольнических сект, вступление в которую связано с необходимостью повторного крещения.|перекрещеванец
Слишком сильное, чрезмерное нагревание.|перенагревание
Чрезмерное, излишнее накопление.|перенакопление
Повышенное напряжение электрической сети.|перенапряжение
Слишком сильное охлаждение.|переохлаждение
Чрезмерное развитие.|переразвитость
Возможность или способность пересекаться, пересечься.|пересекаемость
Поэтический прием, состоящий в наделении неодушевленных предметов свойствами одушевленных существ.|персонификация
Приспособление для снимания плодов с растений.|плодосниматель
Специальное помещение для хранения плодов.|плодохранилище
Орудие для выкорчевывания пней.|пнекорчеватель
Образ жизни подвижника.|подвижничество
Самоотверженная деятельность, самопожертвование в труде, борьбе.|подвижничество
Подкладка (кожаная или из другого материала) под кандалы.|подкандальники
Льстивое угодничество, раболепная покорность.|подобострастие
Начальник полиции (в крупных городах Российского государства до 1917 г. и в некоторых других странах).|полицеймейстер
Кривая линия, представляющая собою половину окружности.|полуокружность
Неполное, неглубокое приседание.|полуприседание
Система мероприятий по защите законных прав и интересов несовершеннолетних и недееспособных.|попечительство
Учреждение для попечения о (в Российском государстве до 1917 г.).|попечительство
Ручательство за выполнение лицом предъявляемых ему требований, возлагаемых на него обязанностей и т.п.|поручительство
Обеспечение личной или имущественной ответственностью обязательств другого лица.|поручительство
Исполнение обязанностей послушника.|послушничество
Содействие в налаживании связей, отношений.|посредничество
Деятельность по примирению двух спорящих или враждующих сторон.|посредничество
Попытка захватить попытаться причинить ущерб, вред.|посягательство
Действие, заключающееся в нахождении числа по данному логарифму (в математике).|потенцирование
Течение в русской литературе 60-х годов XIX в., являвшееся разновидностью славянофильства.|почвенничество
Название должностных лиц, выполнявших обязанности общественного обвинения и общественной защиты на суде (в России в 1918-1922 гг.).|правозаступник
Нарушение права, действующих правовых законов; преступление.|правонарушение
Вид общественных отношений между людьми, регулируемых путем установления и применения правовых норм.|правоотношение
Переход всех или отдельных прав и обязанностей одного лица к другому.|правопреемство
Способность превращаться.|превращаемость
Прибор, приспособление, предохраняющее.|предохранитель
Предупреждающее замечание, предостережение.|предупреждение
Один из видов дисциплинарного взыскания.|предупреждение
Лицо, своей деятельностью, работами подготовившее деятельность другого.|предшественник
Возвышенно-сентиментальная настроенность, склонность во всем видеть приятное, прекрасное, все идеализировать, приукрашивать.|прекраснодушие
Способность светового луча преломляться при переходе из одной среды в другую.|преломляемость
Небольшая импровизация, предваряющая исполнение музыкального произведения.|прелюдирование
Коренное изменение.|преобразование
Титулование епископа (в соединении с местоимениями: его, ваше, их).|преосвященство
Помещение, где занимаются препарированием или изготовлением препаратов.|препараторская
Класс позвоночных животных, передвигающихся преимущественно ползком, волоча брюхо по земле (змеи, ящерицы, крокодилы, черепахи и т.п.).|пресмыкающиеся
Поведение того, кто любой ценой старается сгладить противоречия, избежать конфликтов.|примиренчество
Вещи, представляющие части, необходимые составные элементы средства для осуществления действия, процесса.|принадлежности
Отличительная черта, особенность, постоянное свойство.|принадлежность
Беспринципный человек, умеющий приспосабливать, применять к обстоятельствам свои взгляды, вкусы, убеждения.|приспособленец
Устройство, посредством которого совершается работа, действие.|приспособление
Звание или обязанность присяжного заседателя.|присяжничество
Отнесенность к определенному месту или времени.|приуроченность
Текст, извещающий, сообщающий.|провозглашение
Ученица прогимназии.|прогимназистка
Способность прогреваться; степень прогрева, нагрева.|прогреваемость
Съестные припасы, продукты питания, пища.|продовольствие
Система государственной заготовки продуктов сельского хозяйства в период военного коммунизма, при котором у крестьян изымались излишки сверх установленных норм на личное потребление; продовольственная разверстка (в России в 1919-1921 гг.).|продразверстка
Способность давать продукты сельского хозяйства (о скоте, птице, растениях).|продуктивность
Должность проконсула.|проконсульство
Время правления проконсула.|проконсульство
Область, управляемая проконсулом.|проконсульство
Превращение в пролетариев представителей других классов общества.|пролетаризация
Способность промерзать.|промерзаемость
Жидкость, вводимая в прямую кишку для промывания или с лечебной целью; клизма.|промывательное
Отрасль производства, охватывающая переработку сырья, разработку недр, создание средств производства и предметов потребления.|промышленность
Способность давать ростки; прорастать.|прорастаемость
Семейство двудольных растений; мальвовые.|просвирниковые
Простодушие, доверчивость, искренность.|простосердечие
Борьба против сопротивление.|противоборство
Положение планеты, находящейся вблизи точки неба, противоположной Солнцу.|противостояние
Течение, обратное направлению основного течения воды, жидкости.|противотечение
Главный священник в больших православных или католических соборах.|протопресвитер
Кристалл, форма которого не соответствует структуре образующего его минерала; псевдоморфоза.|псевдокристалл
Мнимая, внешняя ученость.|псевдоученость
Раздел психиатрии, изучающий основные закономерности появления, механизмы развития психопатических состояний и принципы их классификации.|психопатология
Болезненное отклонение в области психики.|психопатология
Образ жизни пустынника.|пустынничество
Машина для удаления пыли с поверхности дороги.|пылеочиститель
Аппарат для очищения воздуха от пыли.|пылеочиститель
Агрегат для механизированной прокладки кабеля.|кабелеукладчик
Дробление камня.|камнедробление
Операция раздробления камней мочевого или желчного пузыря с помощью специальных инструментов.|камнедробление
Придание природному камню требуемой формы и внешней отделки.|камнеобработка
Машина, применяемая для рытья оросительных и осушительных канав, каналов, траншей.|канавокопатель
Изготовление канатов.|канатопрядение
Позиция, действия капитулянта.|капитулянтство
Машина для очистки картофеля от земли, ботвы и т.п.|картофелемойка
Строительство катеров.|катеростроение
Легкий бетон, в котором заполнителем является керамзит.|керамзитобетон
Совокупность различных аппаратов (съемочных, проекционных, звукозаписывающих и т.п.), машин и станков, применяемых в кинематографии.|киноаппаратура
Информация средствами кино.|киноинформация
Использование климатических условий местности с лечебно-профилактической целью.|климатотерапия
Подвижная металлическая рамка, удерживающая книги при хранении на полках от падения на бок.|книгодержатель
Издание книг.|книгопечатание
Очень крупная библиотека общественного значения, представляющая научную или историческую ценность.|книгохранилище
Специально оборудованное помещение при библиотеке, книжном магазине, предназначенное для хранения книг и других произведений печати.|книгохранилище
Тканье ковров как отрасль производства.|ковроткачество
Небольшой телескоп для поисков и визуальных наблюдений комет.|кометоискатель
Обладание компетенцией правомочность.|компетентность
Деятельность, творчество композитора.|композиторство
Разведение породистых лошадей и создание их новых пород на конных заводах.|коннозаводство
Конный завод.|коннозаводство
Возделывание конопли как отрасль сельского хозяйства.|коноплеводство
Направление в искусстве и литературе XX в., утверждавшее принципы простоты форм и подчеркнутого утилитаризма.|конструктивизм
Положение, полномочия контрагента.|контрагентство
Композитор, искусно владеющий контрапунктом.|контрапунктист
Музыкант, играющий на контрафаготе.|контрафаготист
Первый скрипач - солист симфонического или оперного оркестра.|концертмейстер
Пианист-аккомпаниатор, разучивающий партии с исполнителями и аккомпанирующий им в концертах.|концертмейстер
Боец красной гвардии.|красногвардеец
Столяр, изготовляющий высококачественную мебель из красного дерева или других дорогих сортов дерева.|краснодеревщик
Наука о методах расследования преступлений, собирания и исследования судебных доказательств.|криминалистика
Аппарат или форма для кристаллизации вещества.|кристаллизатор
Процесс образования кристаллов при переходе вещества из газообразного или жидкого состояния в кристаллическое.|кристаллизация
Непрерывное движение крови по сосудам кровеносной системы.|кровообращение
Мужчина, вступивший в половую связь с близкой родственницей.|кровосмеситель
Заболевание, сопровождающееся постоянными кровотечениями; гемофилия.|кровоточивость
Разведение кроликов как отрасль животноводства.|кролиководство
Намеренное использование формальностей, мелочей для затягивания дела, запутывания вопроса.|крючкотворство
Кустарный промысел.|кустарничество
Древние вымершие земноводные животные, напоминавшие внешне крокодилов или саламандр.|лабиринтодонты
Грамматическая категория, указывающая на наличие в слове значения ласки или нежности сравнительно со словами, от которых соответствующее слово образовано (в лингвистике).|ласкательность
Рабочий, занятый производством металлической ленты.|лентопрокатчик
Искусственное разведение лесов.|лесонасаждение
Искусственно насаженный лес.|лесонасаждение
Искусственное выращивание лесов.|лесоразведение
Разработка, заготовка леса.|лесоразработка
Участок леса, где производится заготовка лесоматериалов.|лесоразработки
Ложное, мнимое пророчество.|лжепророчество
Направление в РСДРП представители которого выступали за ликвидацию нелегальной революционной партии и за создание легальной реформистской партии, отрицая необходимость революционной борьбы.|ликвидаторство
Рабочий, занятый листопрокаткой.|листопрокатчик
Механизм для вертикального подъема и спуска тяжестей.|лифтоподъемник
Испускание телом направленного потока частиц или электромагнитной энергии в окружающее пространство.|лучеиспускание
Машина для очистки волокон льна.|льноочиститель
Лечение некоторых заболеваний путем воздействия на организм человека магнитных полей.|магнитотерапия
Строение твердого вещества, видимое невооруженным глазом или при небольших увеличениях.|макроструктура
Теория, согласно которой положение трудящихся определяется "естественным законом народонаселения", обусловливающим отставание роста средств существования от роста численности населения.|мальтузианство
Деятельность маркшейдера.|маркшейдерство
Владелец машины.|машиновладелец
Комплекс отраслей промышленности, производящих орудия труда для народного хозяйства, транспортные средства, предметы потребления и т.п.|машиностроение
Многолетнее, реже однолетнее или двулетнее травянистое или полукустарниковое растение семейства сложноцветных с мелкими лепестками и цветками.|мелколепестник
Положение, расположение пункта или участка земной поверхности.|местоположение
Учебный предмет, содержащий теоретические основы данной дисциплины.|металловедение
Количество металла, расходуемое на изготовление определенной машины, механизма, строительной конструкции и т.п.|металлоемкость
Сильная склонность к мечтанию.|мечтательность
Мельчайшие, преимущественно одноклеточные, организмы, видимые только в микроскоп (бактерии, микроскопические грибы и водоросли, простейшие).|микроорганизмы
Программно управляемое устройство обработки информации, применяемое в микросистемах автоматического управления.|микропроцессор
Строение твердых веществ, видимое под микроскопом.|микроструктура
Чувствительный амперметр, позволяющий измерять силу тока в миллиамперах.|миллиамперметр
Чувствительный вольтметр, позволяющий измерять напряжение в милливольтах.|милливольтметр
Уменьшение размеров и массы элементов (в вычислительной технике, радиоэлектронике и т.п.).|миниатюризация
Восприятие человеком окружающего мира, действительности; мироощущение.|мировосприятие
Совокупность взглядов, воззрений на мир.|миросозерцание
Деятельность, поведение миротворца.|миротворчество
Создание мифов.|мифотворчество
Животные и растительные организмы, тело которых состоит из многих специализированных клеток, объединенных в ткани и органы.|многоклеточные
Поставки молока государству.|молокопоставки
Совокупность научных дисциплин, изучающих историю, языки, литературу, материальную и духовную культуру монгольских народов.|монголоведение
Отрасль промышленности, производящая моторы.|моторостроение
Устройство для нагнетания в парогидравлический пресс воды под большим давлением.|мультипликатор
Устройство для увеличения частоты периодического процесса (вращения вала машины и т.п.).|мультипликатор
Устройство, обеспечивающее получение нескольких одинаковых снимков при фотографировании, фотопечати.|мультипликатор
Учреждение, объединяющее предприятия мясной промышленности (бойни, холодильники и т.п.).|мясохладобойня
Горнорабочий, занятый навалоотбойкой.|навалоотбойщик
Плохое моральное состояние, ослабление душевных и физических сил; надлом.|надломленность
Область, управляемая наместником.|наместничество
Система управлений во главе с наместником.|наместничество
Состояние в должности наместника.|наместничество
Устремленность, сосредоточенность (мыслей, интересов).|направленность
Занятие, должность наставника.|наставничество
Начальница женского монастыря; игуменья.|настоятельница
Занятие, должность настоятеля, настоятельницы.|настоятельство
Философское учение, особенностью которого является преимущественно умозрительное истолкование природы, рассматриваемой в ее целостности; философия природы.|натурфилософия
Пребывание нахлебником; состояние нахлебника.|нахлебничество
Передача из частной собственности в собственность государства или общества предприятий, банков, отраслей производства и т.п.|национализация
Национальное меньшинство.|нацменьшинство
Неблагополучное положение; неприятность.|неблагополучие
Отсутствие благоразумия; неблагоразумный поступок.|неблагоразумие
Свойство неблагородного.|неблагородство
Недостаток или отсутствие честности, благородства.|неблагородство
Состояние невольника; рабство.|невольничество
Раздел медицины, занимающийся болезнями нервной системы и их лечением.|невропатология
Недостаточное, неполное накопление.|недонакопление
Свойство, особенность необлагаемого.|необлагаемость
Философское течение второй половины XIX в. - начала XX в., исходящее из методологических принципов учения И. Канта.|неокантианство
Отсутствие способности проводить электричество и тепло.|непроводимость
Отсутствие расположения, склонности; недоброжелательное отношение.|нерасположение
Свойство несовершенного отсутствие совершенства.|несовершенство
Отсутствие соответствия.|несоответствие
Чувство неприязни, отрицательного отношения.|неудовольствие
Неиспользование.|неупотребление
Плохая, низкая успеваемость в учебных занятиях.|неуспеваемость
